huuid,depart ,arrivée,type_itinéraire,difficulte,type_sol,longueur,largeur,altitude_min,altitude_max,etat_itineraire
8affbd36-2621-492b-9b06-e8b12a675a88,"6.402346999364328,45.160305749022946","6.411319938594071,45.163288738639714",Sentier,,Cailloux + terre,1231.53,"0,8 m",,,Bon
16a5be79-073b-4e49-981c-59ebc51f3073,"6.492885640163236,45.18623706849818","6.494175255941369,45.18382959778658",Sentier,,Herbe + terre,294.48,"0,4 m",,,Bon
91956cb7-0c99-4571-af5a-752332f228ca,"6.492886382914114,45.18623738954482","6.493712198736209,45.187138075854904",Sentier,,Herbe + terre,144.39,"0,4 m",,,Bon
95c92af6-0107-401e-937c-93c86db31278,"6.479104981084803,45.29107617744327","6.494779039547369,45.293928487254774",Sentier,,Cailloux + terre,2028.35,"0,4 m",,,Bon
1524db99-ef23-4b66-b5d8-82c35f0db6b9,"6.467732815427496,45.275579653830285","6.46893209749289,45.27186902070034",Sentier,,Cailloux + herbe,458.93,"0,8 m",,,Mauvais
263c4657-a678-4dd5-b8db-79162518c646,"6.453075302738124,45.157999202773624","6.458426976901885,45.15290293060241",Chemin,,Terre,782.92,"2,00 m",,,Assez bon
9b449e2a-1aa6-490a-8b9c-2eb62735103d,"6.45230097324083,45.16212267538614","6.451310199933515,45.163702900446104",Chemin,,Terre,218.28,"3,5 m",,,Bon
f99b8407-3255-4db8-8889-2112ddffa367,"6.451310199933515,45.163702900446104","6.441903359105613,45.16643664072184",Chemin,,Terre,2157.79,"3,5 m",,,Bon
7cca0368-25d2-41c0-b8f5-3a6ede51ad2c,"6.439802574491999,45.16475612259186","6.436079991267955,45.168452548185684",Sentier,,Terre,1553.94,"0,8 m",,,Assez bon
8a4a48e9-688b-4bfe-9cc5-04982a0d4d7f,"6.437801836105262,45.17225294662213","6.435552100522555,45.17505280106033",Sentier,,Herbe + terre,400.12,"0,8 m",,,Bon
536bc3f5-9298-41e9-a2dc-972707579afe,"6.435360873417247,45.17608930840927","6.435552100522555,45.17505280106033",Chemin,,Terre,128.04,"2,00 m",,,Bon
af214d4c-e0d1-4a53-a632-7e515f03ff5a,"6.452634156386125,45.18366134911753","6.451601206363164,45.184978803705405",Sentier,,,172.2,0,,,
016adbae-3d56-4378-8f43-b07bcf930716,"6.449081565869332,45.18662681584467","6.448749170329198,45.187007091005356",Sentier,,Cailloux + terre,51.43,"0,8 m",,,Bon
637a4c1d-5e6b-47c4-bffd-fd6439542127,"6.442505546292252,45.15703502862092","6.442253418788669,45.16012927929947",Sentier,,Herbe + terre,354.69,"0,4 m",,,Bon
014410f6-966b-4fec-af6e-6b8cf644a43e,"6.442248054406909,45.16012927901935","6.442205139079512,45.16067397225931",Chemin,,Cailloux + terre,60.92,"2,00 m",,,Bon
5c377791-a84a-43c5-974a-55eb5e207324,"6.431127617132525,45.1644753219173","6.431288548586537,45.16345787038841",Chemin,,Herbe + terre,114.66,"2,00 m",,,Bon
44fd5766-fb0d-4ec3-a216-4f6bf0cdff0a,"6.459859439261345,45.16012171457987","6.458067723506216,45.160681536730486",Sentier,,Cailloux + herbe,204.79,"0,8 m",,,Mauvais
368ad275-7a6d-417b-b00d-885188db369f,"6.458062358308855,45.16066262396675","6.45230097324083,45.16212267538614",Chemin,,Cailloux + terre,1057.77,"3,5 m",,,Bon
37d0cbd3-56e8-489c-ad9e-d7777ee3f1bf,"6.461441700417677,45.15815600093544","6.473190017130895,45.153796854179916",Chemin,,Cailloux + terre,1485.9,"3,5 m",,,Bon
d4f749ff-29dd-41ce-9c69-e4ab38a3c163,"6.498449697748145,45.1737908873348","6.494018207402927,45.174133690276015",Sentier,,Gravier,644.19,"1,2 m",,,Bon
a68c931d-ea67-45b7-a4fc-b5bff59d38ff,"6.507892385551741,45.17915115232247","6.506750379302522,45.178554456913744",Chemin,,Herbe + gravier,330.19,"2,00 m",,,Bon
0e43748d-89c6-4c18-b982-0c1d7c02b974,"6.516597752473635,45.185495820408725","6.517063753972808,45.18444328906939",Sentier,,Cailloux,126.92,"0,4 m",,,Bon
94d012e1-cacd-45b0-9046-7a9b4fec6ecc,"6.502149174973139,45.18563742044153","6.504748216334008,45.18228898090272",Sentier,,Cailloux + terre,441.39,"0,4 m",,,Mauvais
97ac5490-da79-42a0-865a-c68fe49d753d,"6.502148800623439,45.18564230012735","6.501826828930698,45.18506668423604",Sentier,,Cailloux + herbe,73.54,"0,4 m",,,Bon
e9c971a0-d635-4261-afcc-dc91f92859a1,"6.501826828930698,45.18506668423604","6.502287303360823,45.18374399697869",Chemin,,Cailloux + herbe,154.47,"2,00 m",,,Bon
05e843f1-1a25-4bd3-a4b3-7a14b05fb96f,"6.492156821717498,45.184649402607306","6.492669913467899,45.18471915717947",Sentier,,Herbe + terre,41.55,"0,4 m",,,Bon
e5b15702-0978-49f2-b0bd-a42102ab2f79,"6.494173844749192,45.18383270639223","6.493366695123876,45.18503635426463",Sentier,,Herbe + terre,156.26,"0,4 m",,,Bon
7749c5e2-0701-4dc1-8549-18b0ddbdf8c0,"6.493366695123876,45.18503635426463","6.49267023407528,45.18471955543223",Chemin,,Gravier,66.08,"3,5 m",,,Bon
c8c05282-a0ad-445f-bdd9-77d5384ea14c,"6.494175255941369,45.18382959778658","6.496588083269715,45.181951055479814",Sentier,,Herbe + terre,332.88,"0,4 m",,,Bon
452d7318-7bfa-48a9-a50a-649e2c7e1bef,"6.492393860519744,45.183370414399","6.492885640163236,45.18623706849818",Sentier,,Herbe + terre,456.09,"0,4 m",,,Bon
6c3b2c38-bc29-4ee2-b3b4-1b00923363e2,"6.49267023407528,45.18471955543223","6.492393375566219,45.183369874378236",Chemin,,Gravier,154.56,"3,5 m",,,Bon
8b3153bf-db81-43b9-bc6c-5f6cad62d612,"6.492393375566219,45.183369874378236","6.490163372115438,45.18254726155165",Chemin,,Gravier,228.28,"0,4 m",,,Bon
6ed06497-ee44-4877-9e2f-85045526b53b,"6.492866482980549,45.17194955618433","6.492837754317295,45.17382816976637",Chemin,,Gravier,231.79,"3,5 m",,,Bon
144a7ab4-7c48-444c-a035-330c118a1436,"6.4448756868962,45.26073708782329","6.441548930840626,45.2627358970355",Inexistant,,Cailloux + terre,429.35,"0,4 m",,,Assez bon
ebd15ee5-3922-449f-a144-1d2dadcc47a9,"6.457980959014225,45.25810521397158","6.458216992833577,45.258422405448144",Chemin,,Gravier,44.19,"3,5 m",,,Bon
2e15d477-818e-4f1b-afaa-f15e8899e06e,"6.474764591883322,45.2623185734981","6.476691596478442,45.26316744699811",Sentier,,Herbe,187,"0,4 m",,,Assez bon
7df1e8e1-8d52-44df-9b99-02fa586d085f,"6.479090640990908,45.26100570811618","6.478327000856571,45.262788300113925",Sentier,,Herbe + terre,222.56,"0,4 m",,,Mauvais
b01ca6be-4f68-449f-b0b8-489fc28896f4,"6.464774264271966,45.249068247635755","6.460659727011675,45.24541859314633",Sentier,,Terre,582.74,"0,8 m",,,Bon
6f90deea-4724-4555-aa86-c2bb757900cf,"6.460659727011675,45.24541859314633","6.4629454,45.2460269",Route,,Goudron,192.74,"3,5 m",,,Bon
4c760c95-7594-4e92-9365-2b7440d85acf,"6.466635689067749,45.2458151699612","6.466168347215473,45.236548756035155",Sentier,,Terre,1092.4,"0,4 m",,,Bon
02841f33-7967-4d40-9df4-42ea310e20da,"6.472547088078892,45.24987991924762","6.472921188732007,45.25038188174197",Sentier,,Herbe,70.41,"0,8 m",,,Bon
1a2cd8b3-79e3-4a40-b629-d414502b5586,"6.472585251397297,45.24872063057597","6.473062550383638,45.24956516016072",Sentier,,Herbe,116.48,"0,8 m",,,Bon
d4c43d92-7cf4-448c-a8d1-0b7a9dd595d9,"6.471868528907684,45.25055572026962","6.472666634272939,45.24982327160279",Route,,Goudron,104.47,"2,00 m",,,Bon
4f4bcd99-cf24-4ff6-bd87-f4c24aa63932,"6.472666634272939,45.24982327160279","6.473062259901168,45.24956551529092",Chemin,,Herbe + gravier,42.25,"2,00 m",,,Bon
d4d2904b-51b5-4275-b7e1-0e6dbdb35472,"6.475309473900986,45.250620124864426","6.477730645917573,45.24852975739825",Sentier,,Cailloux + terre,381.62,"0,8 m",,,Bon
6c41e67f-38d7-4250-9928-681b732e304a,"6.477730645917573,45.24852975739825","6.477537526452577,45.24786316143352",Route,,Goudron,78.03,"3,5 m",,,Bon
1813e902-4e62-4f2c-8d8d-6213f3fe0523,"6.477537526452577,45.24786316143352","6.479789625546171,45.25103641998125",Chemin,,Herbe + gravier,435.36,"2,00 m",,,Assez bon
15713cb7-a3d4-45fb-aff6-a0fa4c68c02b,"6.481681606179153,45.24950901421934","6.482067777317511,45.249996996921666",Chemin,,Gravier,69.91,"3,5 m",,,Bon
2d624d15-3063-41eb-9aa3-d51ae60a127f,"6.482860253919208,45.25707140912407","6.480919624039611,45.25594759063904",Sentier,,Herbe + terre,208.54,"0,4 m",,,Mauvais
933272e3-a96d-4b2b-98ea-34c1a808cfa6,"6.481446410875233,45.26010436411775","6.482519586838285,45.25750074094246",Sentier,,Herbe,352.12,"0,4 m",,,Bon
de5cdd0d-8fea-4bcb-8c5e-6982fe5a3100,"6.481966823937247,45.25957548346275","6.486088705790641,45.25914217320151",Sentier,,Herbe + terre,345.63,"0,4 m",,,Bon
19af1822-6012-4888-abaa-a0bbf758dc58,"6.490505839304177,45.256986045931235","6.490534553068865,45.25589929848553",Sentier,,Herbe + terre,144.1,"0,4 m",,,Bon
ba0314be-f6e4-4693-8e0f-cf82f4399788,"6.490534553068865,45.25589929848553","6.487930227849739,45.25593649975893",Sentier,,Herbe + terre,405.06,"0,4 m",,,Bon
5fb77375-f2a3-48a3-8f9c-73c35bd7a797,"6.490534553068865,45.25589929848553","6.494912242301336,45.24993165059326",Inexistant,,Herbe + terre,858.5,,,,Mauvais
112a1b14-23b4-4676-a60b-80a51371b379,"6.498779189012806,45.24429626441587","6.49698478632973,45.249735855412595",Chemin,,Gravier,661.3,"2,00 m",,,Bon
76069e57-c53b-47d9-9be7-9e4ab14a6f30,"6.49698478632973,45.249735855412595","6.493122262233961,45.26044156653524",Sentier,,Cailloux + herbe,1447.21,"0,4 m",,,Mauvais
19a94bdf-11e2-4950-9f87-5e1529ee1c83,"6.492014059757923,45.26187072662898","6.491828678166672,45.2610927380065",Sentier,,Cailloux + herbe,131.84,"0,4 m",,,Bon
233ce8a9-2e97-4f98-a7d7-56ae00e510f5,"6.492014059757923,45.26187072662898","6.491435152827014,45.26196980990267",Sentier,,Cailloux + herbe,64.87,"0,4 m",,,Bon
e2e69f23-fa71-4ad6-abd1-f0af799c5f41,"6.497882674396408,45.260794316416714","6.491990900527271,45.261700800688146",Sentier,,Herbe + gravier,537.51,0,,,Bon
57c24765-123b-4c7e-8ea2-d86357ab4b51,"6.511287466268106,45.269082033812516","6.50413568161379,45.2623135596997",Sentier,,Cailloux + herbe,1264.7,0,,,Assez bon
794c0932-49c8-4663-b5fe-7ca62ae6d0cd,"6.470079242973518,45.25467373339829","6.468778980400932,45.25396241578552",Sentier,,Cailloux + herbe,130.14,"0,8 m",,,Bon
44a0336a-ae15-4e09-b174-3cc8c03b1a71,"6.466903000612582,45.25125120091792","6.468799760615211,45.253784479631015",Sentier,,Herbe + terre,326.72,"1,2 m",,,Bon
29043ef1-c834-451d-8f09-f3847dedb1fa,"6.466635689067749,45.2458151699612","6.466909719292776,45.24575404693645",Route,,Goudron,23.45,"3,5 m",,,Bon
34af70b7-3cf9-49f3-ac50-dc70f936d599,"6.466909719292776,45.24575404693645","6.472050937140438,45.25210552092739",Sentier,,Terre,859.1,"0,4 m",,,Bon
4a90b2f3-1cae-4a25-85e4-3d7541f2f8b9,"6.472050937140438,45.25210552092739","6.473111022086147,45.256847485199685",Sentier,,Cailloux + terre,646.85,"0,8 m",,,Assez bon
295642a9-c0c5-46e7-9dcb-d2a34ec0ca74,"6.473289244165851,45.257210624377116","6.473111022086147,45.256847485199685",Sentier,,Cailloux + terre,43.95,"0,4 m",,,Bon
59581f35-33db-4063-b446-7d8db38820ef,"6.464516699204585,45.259863800491665","6.469241549197122,45.25666646121746",Sentier,,Herbe + terre,572.11,"0,4 m",,,Assez bon
9987e3d6-8124-460b-a10a-01e011bd5aff,"6.469241549197122,45.25666646121746","6.473289244165851,45.257210624377116",Sentier,,Herbe + terre,328.24,"0,4 m",,,Bon
8f02537e-b682-4b17-a38b-52f18a34ccb1,"6.468778980400932,45.25396241578552","6.462128534800216,45.25971833912298",Chemin,,Herbe + gravier,886.5,"2,00 m",,,Bon
2da80feb-8258-4f16-8c20-e4d566e5d8f4,"6.458313011413184,45.24132396931803","6.458855653862513,45.24120971853656",Sentier,,Herbe + terre,45.78,"0,4 m",,,Bon
b002338d-4e58-4c04-88a4-8ec4f0692f33,"6.50413568161379,45.2623135596997","6.510688877982947,45.252876380399286",Chemin,,Gravier,1543.69,"2,00 m",,,Bon
444d0540-0614-45d7-919d-72d9aca1d04b,"6.558291093027178,45.23687048016013","6.557105369329125,45.23540548515274",Sentier,,Herbe,195.36,"0,8 m",,,Bon
7838c7bb-1a70-4cc8-8d4f-3a8b54f79448,"6.556110268981093,45.23535259850532","6.555968111838879,45.23505983409697",Sentier,,Herbe,131.86,,,,Bon
b5a4aa43-253d-4d23-a1ec-875e094771c5,"6.556110268981093,45.23535259850532","6.555299332027762,45.23575840276609",Sentier,,Cailloux + herbe,98.99,"0,8 m",,,Bon
bd12b898-d8bd-42b5-aaec-b3f51637eb9f,"6.561294260478243,45.240006368556195","6.564108617242868,45.2431093767345",Sentier,,Herbe,463.07,"0,8 m",,,Bon
b663f47c-193d-4e39-8c1d-bab78085a970,"6.481309843221406,45.10740798392693","6.479679979526378,45.10760345543982",Sentier,,Cailloux + terre,145.01,"0,4 m",,,Assez bon
f1522d2f-3e53-45e9-a480-8ef0bab12b44,"6.480583340357772,45.113103910599555","6.481309843221406,45.10740798392693",Chemin,,Cailloux + terre,659.07,"2,00 m",,,Assez bon
9e568a7e-fe37-4f25-86bf-e94a11e8aca2,"6.471591810247518,45.11601875061937","6.468879749815429,45.116372272396",Inexistant,,,462.89,,,,
f14f0312-1aa0-479a-9d4d-506026550847,"6.464238157269656,45.12853851897081","6.464060899997893,45.128623700643345",Sentier,,Cailloux + terre,18.86,"0,4 m",,,Bon
88138acd-1f6b-4ba4-af44-04ea2e62c0a1,"6.46761774706131,45.11708180174674","6.466250110344093,45.11867062538864",Inexistant,,,217.57,,,,
8f8b2219-77fd-4844-930b-1022e58d20c5,"6.468879749815429,45.116372272396","6.46761774706131,45.11708180174674",Sentier,,,142.27,,,,
a1ac4f01-285b-4624-a9bd-e4bdfd399cdb,"6.436647982681562,45.15710263093584","6.436375500008144,45.157364300698895",Sentier,,Terre,36.12,"0,8 m",,,Bon
2aaef4cd-4dcc-4cd5-a702-b9d28566c44e,"6.555088348178076,45.11159796395913","6.547893230446555,45.10789028922428",Inexistant,,Cailloux,736.53,,,,Mauvais
add0d766-b79d-4b1e-82ca-acf2de0f6420,"6.508263764150008,45.13475147691834","6.509047753972101,45.134954035337266",Sentier,,Herbe,65.75,"0,8 m",,,Bon
77fc526f-d663-4fb2-acd9-fc1f0fd3c5b7,"6.50373954604609,45.12710550045912","6.486420817906181,45.1315400333601",Sentier,,,1675.19,,,,
4117bb4d-8515-44a1-93ce-5183cd781d56,"6.480424944731547,45.179066066471236","6.478660795594839,45.182115690203226",Chemin,,Gravier,385.87,"3,5 m",,,Bon
a5ac5783-f632-4113-9d8e-5bd33a03a748,"6.489745821912459,45.217064688914526","6.48278110416341,45.22462345045743",Sentier,,Cailloux + terre,1085.7,"1,2 m",,,Bon
41ec287a-e869-4ec3-9d5a-7c1ecd65c658,"6.491534096977369,45.2242577473285","6.494385010504857,45.2246385651061",Sentier,,Herbe + terre,276.87,"0,8 m",,,Bon
7b8079ed-1ad7-4e4b-ab89-8d9b1b864672,"6.494385010504857,45.2246385651061","6.494537094689619,45.22475545056486",Sentier,,Cailloux + terre,18.46,"0,8 m",,,Bon
c74299fd-5ef5-4849-a741-5eb566ba8bbc,"6.502970420919556,45.2334739969207","6.506251986347237,45.231856992631414",Sentier,,Herbe + terre,331.18,"0,4 m",,,Mauvais
6570c16f-17c5-4261-86cc-bb7971ee622d,"6.493438918532958,45.23384811611525","6.493389911141126,45.23404579079081",Sentier,,Herbe,22.36,"0,8 m",,,Mauvais
b3c08ebf-cf6d-4809-a5a9-475375dbde4c,"6.492294676354711,45.231244565238846","6.495420528295168,45.23211365916375",Sentier,,Herbe,357.27,"0,4 m",,,Mauvais
b630bb3e-ef09-42da-92c5-0d4862b654a3,"6.495570547500745,45.231482570368556","6.496027251828786,45.23102778307717",Sentier,,Herbe + terre,74.56,"0,4 m",,,Mauvais
e202302b-446d-4f91-a4f8-c1f1222425a0,"6.495695378991052,45.22998100380278","6.492263946081049,45.23053251867108",Chemin,,Cailloux + gravier,277.63,"3,5 m",,,Bon
8165c590-c01e-4047-ba01-b65ea3183052,"6.479900170993572,45.21289761278504","6.48031995475135,45.212877341110385",Sentier,,Herbe + terre,44.26,"0,8 m",,,Bon
c9d32506-f1c9-4002-8b29-5fe8430528ba,"6.536291117698007,45.198153860474875","6.537981997215415,45.19744675213007",Sentier,,Cailloux + terre,154.86,"0,8 m",,,Bon
b1a36d9a-8b1e-48cd-91f6-96159978695f,"6.525977405435769,45.19935563927569","6.536291117698007,45.198153860474875",Sentier,,Cailloux + terre,879.62,"0,8 m",,,Bon
313153ba-2afe-4480-a12b-69d28be879ae,"6.461427406917307,45.208047236860814","6.459920691807185,45.21169908903165",Chemin,,Herbe + gravier,636.17,"2,00 m",,,Bon
e2e7bc99-247d-4d13-b874-7879fd47aca3,"6.459920691807185,45.21169908903165","6.461487102094001,45.212719457353636",Sentier,,Herbe + terre,172.39,"0,8 m",,,Bon
112ce83a-448d-4cbd-89a7-89a04b5d03dd,"6.449576052694625,45.20146095150034","6.45344796616042,45.202264959887714",Sentier,,Terre,867.33,"0,4 m",,,Bon
e99a3734-141c-4c42-9253-5fa83449a80e,"6.453882202013679,45.202290221654536","6.45344796616042,45.202264959887714",Sentier,,Cailloux + terre,34.23,"1,2 m",,,Bon
dac90868-7a4b-4492-acc4-824fc0569cc2,"6.453447966160422,45.202264959887714","6.456370087043457,45.21489675064961",Sentier,,Cailloux + terre,2037.48,"0,4 m",,,Bon
cf9cc12f-1147-425d-8a62-a348c74b26dd,"6.456370087043457,45.21489675064961","6.4520530722354,45.21734074195471",Sentier,,,609.7,,,,
1ad148e0-fcc5-4ddc-baf6-2b011e8df0b9,"6.456370087043457,45.21489675064961","6.457055840683815,45.2148935033433",Sentier,,Cailloux + terre,70.17,"0,4 m",,,Bon
1b3eb4a6-bc9a-4a7e-852f-c5560ba6ef3d,"6.457055840683815,45.2148935033433","6.459937425634572,45.214264301202164",Chemin,,Cailloux + gravier,277.77,"2,00 m",,,Bon
ba127178-5a31-4a36-a7ec-96a09982d578,"6.458242269724575,45.21446458817208","6.457228395498668,45.21480469712347",Sentier,,Cailloux + terre,89.92,"0,8 m",,,Mauvais
7300c1eb-cc53-4b7d-8367-8c2f2c079f2b,"6.459937425634569,45.21426430120221","6.461487102094001,45.212719457353636",Sentier,,Herbe + terre,336.08,"0,8 m",,,Bon
2fd54105-8e55-4c2d-a746-849fc6e758b4,"6.461427406917307,45.208047236860814","6.461487102094001,45.212719457353636",Sentier,,Terre,636.71,"0,8 m",,,Bon
1f24247f-307d-4f85-ad74-935a0033b9ee,"6.575801648239159,45.202819928848115","6.574604021335877,45.20089534743021",Chemin,,Gravier,1177.43,"3,5 m",,,Bon
62d801c3-4875-4f3b-8c89-4255770e5c74,"6.56567547482658,45.20076202290379","6.568704799463685,45.1994993011614",Chemin,,Gravier,861.71,"3,5 m",,,Bon
61c2854e-578a-4b7f-9af2-a8ba6e0c2501,"6.568704799463685,45.1994993011614","6.573849947114692,45.19781008338853",Chemin,,Gravier,454.32,"3,5 m",,,Bon
260e418e-93aa-4a92-b9d4-7efd668cbf00,"6.573849947114692,45.19781008338853","6.575935087969278,45.19466639211475",Chemin,,Gravier,1034.33,"3,5 m",,,Bon
2cd41f5b-00af-45e9-9a0f-1f9f5d043527,"6.575935087969278,45.19466639211475","6.578949258738759,45.195716539199026",Chemin,,Gravier,300.58,"3,5 m",,,Bon
92a9d309-5456-42f5-ab5c-6af81e5c1e21,"6.568704799463685,45.1994993011614","6.571554592369468,45.199913214915426",Sentier,,Cailloux + terre,243.98,"0,8 m",,,Bon
2049e13c-2430-49b7-98e4-b4d9c984bc6d,"6.574604021335877,45.20089534743021","6.574237616396018,45.201206013714696",Sentier,,Cailloux + terre,61.54,"0,4 m",,,Assez bon
789fa01f-1a85-4f68-84c0-73c5477cba59,"6.578082712034262,45.201227989196354","6.57986430179584,45.2007901598802",Chemin,,,157.71,,,,
4921cd95-1f57-4332-9c27-3417d77fd2e7,"6.565310694593863,45.19677786691607","6.568704799463685,45.1994993011614",Sentier,,Cailloux + terre,562.42,"0,8 m",,,Bon
04320317-c5e8-4d2d-8bd3-5080fbf2a0b5,"6.405309497561927,45.13505128199385","6.40635821522095,45.13694682401676",Sentier,,,271.99,,,,
e4d55a57-b9a8-46fb-a47c-20b6655f9528,"6.422687931015067,45.16370014779058","6.424123245185011,45.16382529706157",Route,,Goudron,129.77,"1,2 m",,,Bon
423d7351-ff57-404c-b854-9ebc267860e0,"6.422163446755639,45.1619817333898","6.422411068622804,45.16174351399663",Chemin,,,32.86,,,,
d1374b3c-2e43-4927-9146-2741b351bb5a,"6.422466561187741,45.16124086418846","6.422376547621756,45.15931822055596",Chemin,,Terre,217.47,"2,00 m",,,Bon
e3b3bd59-858c-4087-a311-20ca99b169d7,"6.46331103527072,45.0874952811442","6.464343873481356,45.08720315879061",Chemin,,Cailloux + gravier,94.26,"3,5 m",,,Bon
cb4a06f6-d939-47c1-92a6-609d4405e0a6,"6.463974324100284,45.08851565701848","6.464343873481356,45.08720315879061",Sentier,,Herbe + terre,224.68,"0,4 m",,,Assez bon
fce1be1b-3334-45bf-bb7a-57df12a43510,"6.45940397681809,45.090545876970374","6.463974324100284,45.08851565701848",Sentier,,Cailloux + terre,507.03,"0,4 m",,,Assez bon
f0e88bd1-822a-42b1-9cc6-b4828ec214fa,"6.417625283453938,45.1214906419194","6.417008118964319,45.12114128869282",Sentier,,Terre,74.57,"0,4 m",,,Bon
2fb989c2-f1f8-4016-80a6-403388ddb981,"6.417801246025935,45.12045226692014","6.417761390858876,45.12067436660834",Route,,Goudron,24.94,"3,5 m",,,Bon
6a90dfbc-4bfd-4e13-a1ae-4b2c088c411e,"6.417930156757119,45.12033398449925","6.417801246025935,45.12045226692014",Chemin,,Gravier,2021-06-16 00:00:00,"3,5 m",,,Bon
b3ade216-d4bb-4610-bb1d-0db4b93ebef9,"6.459224456827841,45.0540324469968","6.457381504627802,45.0550193882553",Sentier,,Cailloux + terre,246.93,"0,4 m",,,Assez bon
f4432167-02f7-4784-a5d8-06f15b405302,"6.470139083424888,45.07296450276036","6.468856738407936,45.07441425169276",Sentier,,Herbe + terre,191.9,"0,4 m",,,Bon
194bf439-a9ed-49a8-aa04-57dd8ed3aa25,"6.469539194720916,45.073307128732615","6.46818255215987,45.07337444783302",Sentier,,Cailloux + terre,126.56,"0,4 m",,,Bon
74642aa9-27db-4d09-a81b-34345ca57f67,"6.469535634707784,45.073311005114675","6.470335776294416,45.07295932721476",Sentier,,Herbe + terre,77.41,"0,4 m",,,Bon
c57458e0-239d-4d86-b41f-170519ed55f4,"6.468181773386807,45.07338040959546","6.469535634707784,45.073311005114675",Sentier,,Cailloux + terre,130.29,"0,4 m",,,Mauvais
f88b0797-88a0-4060-a3e6-a7a553d11803,"6.436924394866129,45.085724633259005","6.4358922443593,45.08648673533348",Sentier,,Herbe,133.08,"0,4 m",,,Bon
23d11d50-3ede-4e44-8f70-fe84f628332d,"6.424709052675845,45.10300812471268","6.425909326021799,45.101281559339554",Sentier,,Cailloux + herbe,222.55,"0,4 m",,,Bon
6ebe7198-6c43-4d6a-b397-7ad62a4ad4d9,"6.556174443504109,45.21002760614081","6.556153787100317,45.20943486921972",Sentier,,Herbe + terre,99.69,"0,8 m",,,Bon
13ac6cd2-e7a9-4b1a-a2d9-2ab990d35955,"6.520755843821375,45.21651560431021","6.52149310374722,45.216801487725185",Sentier,,,71.6,,,,
